Title,Author,Publisher,Price,Publish_Date,Sales Index,Rating,Year,Month,Category,Gender,Age
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,6,가정 살림,1,10
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,1,10
베이킹은 과학이다,"나카야마 히로노리, 기무라 마키코",터닝포인트,20700,2017년 11월,11133,9.5,2023,6,가정 살림,1,10
맛있어서 지속 가능한 디디미니 다이어트 레시피,미니 박지우,빅피시,16920,2022년 05월,7704,9.9,2023,6,가정 살림,1,10
"사춘기 딸에게 힘이 되어주는, 부모의 말 공부",이현정,포레스트북스,15750,2023년 04월,13689,9.6,2023,6,가정 살림,1,10
베이킹은 과학이다 : 제빵편,"카지하라 요시하루, 기무라 마키코",터닝포인트,23400,2022년 09월,11100,9.9,2023,6,가정 살림,1,10
기적의 탄단지 다이어트 레시피,지영현,빅피시,16650,2023년 07월,5514,10,2023,6,가정 살림,1,10
잇츠 칵테일,김봉하,영진닷컴,27000,2023년 07월,1350,9.7,2023,6,가정 살림,1,10
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,6,가정 살림,1,10
아이들이 마음으로 글을 씁니다,오수민,초록비책공방,15300,2023년 06월,3360,10,2023,6,가정 살림,1,10
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,6,가정 살림,1,30
삐뽀삐뽀 119 이유식,하정훈,유니책방,17010,2017년 12월,96990,9.8,2023,6,가정 살림,1,30
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,6,가정 살림,1,30
한 끼 뚝딱! 맘 편한 토핑 이유식,율마(오애진),온더페이지,18900,2023년 05월,51090,9.8,2023,6,가정 살림,1,30
0~5세 골든 브레인 육아법,김보경,웨일북,16650,2023년 06월,14280,9.8,2023,6,가정 살림,1,30
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,6,가정 살림,1,30
66일 밥상머리 대화법,김종원,카시오페아,16200,2023년 05월,17370,9.7,2023,6,가정 살림,1,30
조선미의 현실 육아 상담소,조선미,북하우스,15750,2023년 04월,67320,9.9,2023,6,가정 살림,1,30
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,1,30
똑게육아,로리(김준희),북로스트,19980,2022년 02월,53838,9.7,2023,6,가정 살림,1,30
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,6,가정 살림,1,40
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,6,가정 살림,1,40
66일 밥상머리 대화법,김종원,카시오페아,16200,2023년 05월,17370,9.7,2023,6,가정 살림,1,40
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,6,가정 살림,1,40
"사춘기 아들의 마음을 잡아주는, 부모의 말 공부",이은경,포레스트북스,15750,2023년 04월,20046,9.8,2023,6,가정 살림,1,40
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,1,40
어린이를 위한 초등 매일 글쓰기의 힘 : 영어한줄쓰기,이은경,상상아카데미,10800,2023년 06월,16776,9.9,2023,6,가정 살림,1,40
"사춘기 딸에게 힘이 되어주는, 부모의 말 공부",이현정,포레스트북스,15750,2023년 04월,13689,9.6,2023,6,가정 살림,1,40
"초4, 지식책 읽기를 시작해야 합니다",전병규,클랩북스,16920,2023년 06월,14814,9.6,2023,6,가정 살림,1,40
에브리데이 베이글,박영경,비앤씨월드,19800,2023년 05월,7572,9.8,2023,6,가정 살림,1,40
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,6,가정 살림,1,50
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,6,가정 살림,1,50
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,1,50
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,6,가정 살림,1,50
나를 위한 가벼운 집밥책,서정아,허밍버드,15120,2023년 04월,11502,9.8,2023,6,가정 살림,1,50
에브리데이 베이글,박영경,비앤씨월드,19800,2023년 05월,7572,9.8,2023,6,가정 살림,1,50
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,6,가정 살림,1,50
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,6,가정 살림,1,50
이꼬이에 놀러 오세요,정지원,이꼬이,18900,2023년 03월,3690,9.3,2023,6,가정 살림,1,50
66일 밥상머리 대화법,김종원,카시오페아,16200,2023년 05월,17370,9.7,2023,6,가정 살림,1,50
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,6,가정 살림,1,60
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,1,60
며느리에게 주는 요리책,장선용,이화여자대학교출판문화원,11000,2002년 11월,216,8.2,2023,6,가정 살림,1,60
장선용의 평생 요리책,장선용,동아일보사,17820,2016년 11월,828,8.9,2023,6,가정 살림,1,60
0~5세 골든 브레인 육아법,김보경,웨일북,16650,2023년 06월,14280,9.8,2023,6,가정 살림,1,60
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,6,가정 살림,1,60
채소 식탁,김경민,래디시,17100,2023년 07월,19260,9.8,2023,6,가정 살림,1,60
올리버쌤의 미국식 아이 영어 습관 365,올리버 샨 그랜트,다산북스,20700,2022년 10월,17184,9.8,2023,6,가정 살림,1,60
세상에서 가장 쉬운 본질육아,지나영,21세기북스,16920,2022년 09월,34917,9.7,2023,6,가정 살림,1,60
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,6,가정 살림,1,60
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,6,가정 살림,0,10
오늘의 일인분 일식,베터홈 협회,참돌,3960,2019년 06월,22122,8.8,2023,6,가정 살림,0,10
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,0,10
THE WOK 더 웍,J. 켄지 로페즈-알트,영진닷컴,43200,2023년 01월,1896,9.4,2023,6,가정 살림,0,10
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,6,가정 살림,0,10
어린이를 위한 초등 매일 글쓰기의 힘 : 영어한줄쓰기,이은경,상상아카데미,10800,2023년 06월,16776,9.9,2023,6,가정 살림,0,10
아이들이 마음으로 글을 씁니다,오수민,초록비책공방,15300,2023년 06월,3360,10,2023,6,가정 살림,0,10
선생님이 먼저 배우는 챗GPT,"박지훈, 이준기, 주방현, 송혜인",씨마스21,16200,2023년 06월,13293,9.9,2023,6,가정 살림,0,10
나지의 다이어트 레시피,나지,다산라이프,17100,2023년 06월,3012,10,2023,6,가정 살림,0,10
수학 공부의 정석,정근창,포르체,16200,2023년 06월,1404,10,2023,6,가정 살림,0,10
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,6,가정 살림,0,20
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,0,20
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,6,가정 살림,0,20
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,6,가정 살림,0,20
위스키 안내서,김성욱,성안당,22500,2022년 01월,9450,9.7,2023,6,가정 살림,0,20
똑게육아,로리(김준희),북로스트,19980,2022년 02월,53838,9.7,2023,6,가정 살림,0,20
만약 우리의 언어가 위스키라고 한다면,무라카미 하루키 글/무라카미 요오코 사진/이윤정 역,문학사상,11700,2020년 06월,12348,9.1,2023,6,가정 살림,0,20
삐뽀삐뽀 119 이유식,하정훈,유니책방,17010,2017년 12월,96990,9.8,2023,6,가정 살림,0,20
THE FOOD LAB 더 푸드 랩,J. 켄지 로페즈-알트,영진닷컴,49500,2017년 06월,6102,9.8,2023,6,가정 살림,0,20
커픽처스 커피 레시피 101,김현석,비타북스(VITABOOKS),18000,2022년 09월,6252,9.5,2023,6,가정 살림,0,20
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,6,가정 살림,0,40
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,6,가정 살림,0,40
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,6,가정 살림,0,40
"초4, 지식책 읽기를 시작해야 합니다",전병규,클랩북스,16920,2023년 06월,14814,9.6,2023,6,가정 살림,0,40
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,6,가정 살림,0,40
66일 밥상머리 대화법,김종원,카시오페아,16200,2023년 05월,17370,9.7,2023,6,가정 살림,0,40
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,0,40
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,6,가정 살림,0,40
"사춘기 아들의 마음을 잡아주는, 부모의 말 공부",이은경,포레스트북스,15750,2023년 04월,20046,9.8,2023,6,가정 살림,0,40
조선미의 현실 육아 상담소,조선미,북하우스,15750,2023년 04월,67320,9.9,2023,6,가정 살림,0,40
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,6,가정 살림,0,50
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,6,가정 살림,0,50
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,6,가정 살림,0,50
에브리데이 베이글,박영경,비앤씨월드,19800,2023년 05월,7572,9.8,2023,6,가정 살림,0,50
"이원복 교수의 와인의 세계, 세계의 와인 1~2 세트",이원복 글그림,김영사,26820,2023년 04월,4308,10,2023,6,가정 살림,0,50
더 홈,행복이 가득한 집 편집부,디자인하우스,23400,2023년 04월,3138,9.6,2023,6,가정 살림,0,50
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,6,가정 살림,0,50
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,6,가정 살림,0,50
수학은 암기다,김현정,한국경제신문사(한경비피),15120,2023년 02월,5238,9.9,2023,6,가정 살림,0,50
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,6,가정 살림,0,50
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,6,가정 살림,0,60
이꼬이에 놀러 오세요,정지원,이꼬이,18900,2023년 03월,3690,9.3,2023,6,가정 살림,0,60
삐뽀삐뽀 119 이유식,하정훈,유니책방,17010,2017년 12월,96990,9.8,2023,6,가정 살림,0,60
사라진 암,한상도,사이몬북스,16200,2021년 10월,3792,9.5,2023,6,가정 살림,0,60
자연치유 불변의 법칙,하비 다이아몬드,사이몬북스,16200,2020년 07월,3906,9.6,2023,6,가정 살림,0,60
나를 위한 가벼운 집밥책,서정아,허밍버드,15120,2023년 04월,11502,9.8,2023,6,가정 살림,0,60
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,6,가정 살림,0,60
백종원이 추천하는 집밥 메뉴 애장판,백종원,서울문화사,28800,2020년 08월,25059,9.6,2023,6,가정 살림,0,60
장선용의 평생 요리책,장선용,동아일보사,17820,2016년 11월,828,8.9,2023,6,가정 살림,0,60
남자아이 대백과,라인하르트 빈터,유노라이프,18900,2023년 06월,2970,9.3,2023,6,가정 살림,0,60
기적의 탄단지 다이어트 레시피,지영현,빅피시,16650,2023년 07월,5514,10,2023,7,가정 살림,1,10
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,7,가정 살림,1,10
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,7,가정 살림,1,10
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,1,10
매일 굽고 싶은 아메리칸 쿠키,"이미지, 이소연, 최재형",경향비피,15120,2023년 06월,2928,9.7,2023,7,가정 살림,1,10
매일 만들어 먹고 싶은 별미김밥 / 주먹밥 / 토핑유부초밥,정민,레시피팩토리(단행),16920,2023년 03월,5796,9.8,2023,7,가정 살림,1,10
딥스,버지니아 M. 액슬린,샘터,15300,2022년 10월,6900,9.9,2023,7,가정 살림,1,10
베이킹은 과학이다 : 제빵편,"카지하라 요시하루, 기무라 마키코",터닝포인트,23400,2022년 09월,11100,9.9,2023,7,가정 살림,1,10
절대 실패하지 않는 베이킹북,후쿠다 준코,한스미디어,2970,2017년 02월,708,9.6,2023,7,가정 살림,1,10
대치동 초등영어 글쓰기,이보경,일상과이상,14400,2023년 07월,1710,9.8,2023,7,가정 살림,1,10
삐뽀삐뽀 119 이유식,하정훈,유니책방,17010,2017년 12월,96990,9.8,2023,7,가정 살림,1,30
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,7,가정 살림,1,30
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,7,가정 살림,1,30
한 끼 뚝딱! 맘 편한 토핑 이유식,율마(오애진),온더페이지,18900,2023년 05월,51090,9.8,2023,7,가정 살림,1,30
김수연의 아기발달 백과,김수연,지식너머,18000,2019년 07월,42537,9.6,2023,7,가정 살림,1,30
불안이 많은 아이,이다랑,한빛라이프,16200,2023년 08월,27732,10,2023,7,가정 살림,1,30
어린이를 위한 초등 매일 글쓰기의 힘 : 세줄쓰기,이은경,상상아카데미,9000,2022년 07월,57135,9.5,2023,7,가정 살림,1,30
0~5세 골든 브레인 육아법,김보경,웨일북,16650,2023년 06월,14280,9.8,2023,7,가정 살림,1,30
똑게육아,로리(김준희),북로스트,19980,2022년 02월,53838,9.7,2023,7,가정 살림,1,30
채소 식탁,김경민,래디시,17100,2023년 07월,19260,9.8,2023,7,가정 살림,1,30
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,7,가정 살림,1,40
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,7,가정 살림,1,40
어린이를 위한 초등 매일 글쓰기의 힘 : 영어한줄쓰기,이은경,상상아카데미,10800,2023년 06월,16776,9.9,2023,7,가정 살림,1,40
어린이를 위한 초등 매일 글쓰기의 힘 : 세줄쓰기,이은경,상상아카데미,9000,2022년 07월,57135,9.5,2023,7,가정 살림,1,40
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,7,가정 살림,1,40
우리 아이 첫 인문학 사전,김종원,청림Life,11700,2023년 07월,35457,9.9,2023,7,가정 살림,1,40
"초4, 지식책 읽기를 시작해야 합니다",전병규,클랩북스,16920,2023년 06월,14814,9.6,2023,7,가정 살림,1,40
사춘기 멘탈 수업,박상윤,봄빛서원,15750,2023년 06월,13491,9.9,2023,7,가정 살림,1,40
대한민국의 학부모님께,이수형,김영사,15120,2023년 06월,15138,9.7,2023,7,가정 살림,1,40
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,7,가정 살림,1,40
당뇨와 고혈압 잡는 저탄수 균형식 다이어트,윤지아,레시피팩토리(단행),18900,2023년 07월,21318,9.8,2023,7,가정 살림,1,50
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,7,가정 살림,1,50
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,1,50
채소 식탁,김경민,래디시,17100,2023년 07월,19260,9.8,2023,7,가정 살림,1,50
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,7,가정 살림,1,50
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,7,가정 살림,1,50
할머니와 나의 사계절 요리학교,"예하, 임홍순",수오서재,19800,2023년 07월,8550,9.7,2023,7,가정 살림,1,50
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,7,가정 살림,1,50
딸에게 들려주는 영어수업,조영학,비아북,15750,2023년 06월,6240,10,2023,7,가정 살림,1,50
김소형의 맛있는 보양 밥상,김소형,용감한까치,19800,2023년 07월,6078,9.9,2023,7,가정 살림,1,50
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,7,가정 살림,1,60
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,7,가정 살림,1,60
나는 질병없이 살기로 했다,하비 다이아몬드,사이몬북스,16200,2017년 04월,10413,9.5,2023,7,가정 살림,1,60
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,7,가정 살림,1,60
딸에게 들려주는 영어수업,조영학,비아북,15750,2023년 06월,6240,10,2023,7,가정 살림,1,60
4~7세 조절하는 뇌 흔들리고 회복하는 뇌,김붕년,코리아닷컴(Korea.com),16200,2023년 06월,20718,9.8,2023,7,가정 살림,1,60
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,1,60
세상에서 제일 재밌는 종이접기,이원표,슬로래빗,12600,2018년 08월,56493,9.4,2023,7,가정 살림,1,60
채소 식탁,김경민,래디시,17100,2023년 07월,19260,9.8,2023,7,가정 살림,1,60
찍박골정원,김경희,목수책방,20700,2023년 06월,3912,10,2023,7,가정 살림,1,60
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,0,10
스카치가 있어 즐거운 세상,조승원,싱긋,35100,2023년 07월,13848,9.8,2023,7,가정 살림,0,10
위스키 안내서,김성욱,성안당,22500,2022년 01월,9450,9.7,2023,7,가정 살림,0,10
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,7,가정 살림,0,10
어린이를 위한 초등 매일 글쓰기의 힘 : 영어한줄쓰기,이은경,상상아카데미,10800,2023년 06월,16776,9.9,2023,7,가정 살림,0,10
만약 우리의 언어가 위스키라고 한다면,무라카미 하루키 글/무라카미 요오코 사진/이윤정 역,문학사상,11700,2020년 06월,12348,9.1,2023,7,가정 살림,0,10
베이킹은 과학이다,"나카야마 히로노리, 기무라 마키코",터닝포인트,20700,2017년 11월,11133,9.5,2023,7,가정 살림,0,10
강원국의 진짜 공부,강원국,창비교육,15300,2023년 08월,28173,9.7,2023,7,가정 살림,0,10
김소형의 맛있는 보양 밥상,김소형,용감한까치,19800,2023년 07월,6078,9.9,2023,7,가정 살림,0,10
술기로운 세계사,명욱,포르체,16020,2023년 07월,18732,9.8,2023,7,가정 살림,0,10
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,0,20
스카치가 있어 즐거운 세상,조승원,싱긋,35100,2023년 07월,13848,9.8,2023,7,가정 살림,0,20
팬 하나로 충분한 두 사람 식탁,국가비,달,31500,2023년 06월,18882,9.4,2023,7,가정 살림,0,20
위스키 안내서,김성욱,성안당,22500,2022년 01월,9450,9.7,2023,7,가정 살림,0,20
와인 폴리 : 매그넘 에디션,"Madeline Puckette, Justin Hammack",영진닷컴,27000,2020년 01월,9840,9.8,2023,7,가정 살림,0,20
커피 아틀라스,제임스 호프먼,디자인이음,31500,2022년 11월,2700,9.3,2023,7,가정 살림,0,20
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,7,가정 살림,0,20
김밀란 파스타,김밀란,다산라이프,16200,2021년 12월,6708,9.8,2023,7,가정 살림,0,20
버번 위스키의 모든 것,조승원,싱긋,31500,2020년 05월,4278,9.5,2023,7,가정 살림,0,20
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,7,가정 살림,0,20
스카치가 있어 즐거운 세상,조승원,싱긋,35100,2023년 07월,13848,9.8,2023,7,가정 살림,0,40
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,7,가정 살림,0,40
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,0,40
"초4, 지식책 읽기를 시작해야 합니다",전병규,클랩북스,16920,2023년 06월,14814,9.6,2023,7,가정 살림,0,40
어린이를 위한 초등 매일 글쓰기의 힘 : 영어한줄쓰기,이은경,상상아카데미,10800,2023년 06월,16776,9.9,2023,7,가정 살림,0,40
어린이를 위한 초등 매일 글쓰기의 힘 : 세줄쓰기,이은경,상상아카데미,9000,2022년 07월,57135,9.5,2023,7,가정 살림,0,40
대한민국의 학부모님께,이수형,김영사,15120,2023년 06월,15138,9.7,2023,7,가정 살림,0,40
세상에서 제일 재밌는 종이접기,이원표,슬로래빗,12600,2018년 08월,56493,9.4,2023,7,가정 살림,0,40
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,7,가정 살림,0,40
66일 인문학 대화법,김종원,카시오페아,15750,2023년 04월,28848,9.6,2023,7,가정 살림,0,40
술기로운 세계사,명욱,포르체,16020,2023년 07월,18732,9.8,2023,7,가정 살림,0,50
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,7,가정 살림,0,50
딸에게 들려주는 영어수업,조영학,비아북,15750,2023년 06월,6240,10,2023,7,가정 살림,0,50
스카치가 있어 즐거운 세상,조승원,싱긋,35100,2023년 07월,13848,9.8,2023,7,가정 살림,0,50
대한민국의 학부모님께,이수형,김영사,15120,2023년 06월,15138,9.7,2023,7,가정 살림,0,50
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,7,가정 살림,0,50
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,0,50
회복탄력성의 힘,지니 킴,빅피시,16020,2023년 06월,30009,9.4,2023,7,가정 살림,0,50
선생님이 먼저 배우는 챗GPT,"박지훈, 이준기, 주방현, 송혜인",씨마스21,16200,2023년 06월,13293,9.9,2023,7,가정 살림,0,50
강원국의 진짜 공부,강원국,창비교육,15300,2023년 08월,28173,9.7,2023,7,가정 살림,0,50
김대석 셰프의 집밥 레시피,김대석,경향비피,16200,2023년 04월,25308,9.8,2023,7,가정 살림,0,60
대한민국의 학부모님께,이수형,김영사,15120,2023년 06월,15138,9.7,2023,7,가정 살림,0,60
딸에게 들려주는 영어수업,조영학,비아북,15750,2023년 06월,6240,10,2023,7,가정 살림,0,60
술기로운 세계사,명욱,포르체,16020,2023년 07월,18732,9.8,2023,7,가정 살림,0,60
나는 질병없이 살기로 했다,하비 다이아몬드,사이몬북스,16200,2017년 04월,10413,9.5,2023,7,가정 살림,0,60
4~7세 조절하는 뇌 흔들리고 회복하는 뇌,김붕년,코리아닷컴(Korea.com),16200,2023년 06월,20718,9.8,2023,7,가정 살림,0,60
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,7,가정 살림,0,60
감정의 발견,마크 브래킷,북라이프,15120,2020년 09월,25092,9.4,2023,7,가정 살림,0,60
김소형의 맛있는 보양 밥상,김소형,용감한까치,19800,2023년 07월,6078,9.9,2023,7,가정 살림,0,60
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,7,가정 살림,0,60
최강록의 요리 노트,최강록,클,15120,2023년 08월,7644,10,2023,8,가정 살림,1,10
제과제빵과학,김성곤 등저,비앤씨월드,19000,2009년 01월,768,8.7,2023,8,가정 살림,1,10
딥스,버지니아 M. 액슬린,샘터,15300,2022년 10월,6900,9.9,2023,8,가정 살림,1,10
매일 만들어 먹고 싶은 식사샐러드,남정석,레시피팩토리(단행),14940,2022년 09월,7134,9.7,2023,8,가정 살림,1,10
"젤라또, 소르베또, 그라니따, 콜드 디저트",유시연,더테이블,34200,2023년 09월,4344,10,2023,8,가정 살림,1,10
아홉칸집,차민주,문학세계사,16020,2023년 08월,3834,9.8,2023,8,가정 살림,1,10
할머니와 나의 사계절 요리학교,"예하, 임홍순",수오서재,19800,2023년 07월,8550,9.7,2023,8,가정 살림,1,10
스카치가 있어 즐거운 세상,조승원,싱긋,35100,2023년 07월,13848,9.8,2023,8,가정 살림,1,10
1분 요리 뚝딱이형,뚝딱이형,길벗,19800,2023년 06월,29742,9.6,2023,8,가정 살림,1,10
나지의 다이어트 레시피,나지,다산라이프,17100,2023년 06월,3012,10,2023,8,가정 살림,1,10
일주일에 -3kg 진짜 맛있는 다이어트,이지테이블,용감한까치,17820,2023년 08월,9066,8.8,2023,8,가정 살림,1,20
똑게육아,로리(김준희),북로스트,19980,2022년 02월,53838,9.7,2023,8,가정 살림,1,20
최민준의 아들코칭 백과,최민준,위즈덤하우스,16920,2023년 08월,171114,9.9,2023,8,가정 살림,1,20
임신 출산 육아 대백과 최신개정판,편집부,삼성출판사,17550,2023년 08월,103944,9.3,2023,8,가정 살림,1,20
삐뽀삐뽀 119 이유식,하정훈,유니책방,17010,2017년 12월,96990,9.8,2023,8,가정 살림,1,20
도림맘의 초간단 아이간식,배은경,책밥,18900,2023년 08월,10716,10,2023,8,가정 살림,1,20
한 끼 뚝딱! 맘 편한 토핑 이유식,율마(오애진),온더페이지,18900,2023년 05월,51090,9.8,2023,8,가정 살림,1,20
집에서 운영하는 작은 빵집 SOFT BREAD,호야,더테이블,29700,2023년 06월,20196,9.9,2023,8,가정 살림,1,20
"젤라또, 소르베또, 그라니따, 콜드 디저트",유시연,더테이블,34200,2023년 09월,4344,10,2023,8,가정 살림,1,20
시니맘의 한 그릇 유아식,시니맘,경향미디어,15120,2023년 08월,16770,10,2023,8,가정 살림,1,20
최민준의 아들코칭 백과,최민준,위즈덤하우스,16920,2023년 08월,171114,9.9,2023,8,가정 살림,1,30
불안이 많은 아이,이다랑,한빛라이프,16200,2023년 08월,27732,10,2023,8,가정 살림,1,30
조선미의 현실 육아 상담소,조선미,북하우스,15750,2023년 04월,67320,9.9,2023,8,가정 살림,1,30
삐뽀삐뽀 119 이유식,하정훈,유니책방,17010,2017년 12월,96990,9.8,2023,8,가정 살림,1,30
시니맘의 한 그릇 유아식,시니맘,경향미디어,15120,2023년 08월,16770,10,2023,8,가정 살림,1,30
한 끼 뚝딱! 맘 편한 토핑 이유식,율마(오애진),온더페이지,18900,2023년 05월,51090,9.8,2023,8,가정 살림,1,30
임신 출산 육아 대백과 최신개정판,편집부,삼성출판사,17550,2023년 08월,103944,9.3,2023,8,가정 살림,1,30
똑게육아,로리(김준희),북로스트,19980,2022년 02월,53838,9.7,2023,8,가정 살림,1,30
이은경쌤의 초등어휘일력 365,이은경,포레스트북스,16920,2022년 10월,176658,9.8,2023,8,가정 살림,1,30
도림맘의 초간단 아이간식,배은경,책밥,18900,2023년 08월,10716,10,2023,8,가정 살림,1,30
최민준의 아들코칭 백과,최민준,위즈덤하우스,16920,2023년 08월,171114,9.9,2023,8,가정 살림,1,40
우리 아이 첫 인문학 사전,김종원,청림Life,11700,2023년 07월,35457,9.9,2023,8,가정 살림,1,40
