Title,Author,Publisher,Price,Publish_Date,Sales Index,Rating,Year,Month,Category,Gender,Age
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,1,자연과학,0,30
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,1,자연과학,0,30
2024 에듀윌 건설안전기사 필기 7개년 기출문제집,"김충민, 김민수 편저",에듀윌,27900,2023년 08월,23358,9.8,2024,1,자연과학,0,30
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,1,자연과학,0,30
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,1,자연과학,0,30
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,1,자연과학,0,30
[예스리커버] 하늘과 바람과 별과 인간,김상욱,바다출판사,16020,2023년 05월,140127,9.2,2024,1,자연과학,0,30
지루하면 죽는다,조나 레러,윌북(willbook),17820,2023년 12월,10392,9.4,2024,1,자연과학,0,30
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,1,자연과학,0,30
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,1,자연과학,0,40
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,1,자연과학,0,40
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,1,자연과학,0,40
미래의 기원,이광형,인플루엔셜,29700,2024년 01월,11268,9.7,2024,1,자연과학,0,40
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,1,자연과학,0,40
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,1,자연과학,0,40
과학을 보다,"김범준, 서균렬, 지웅배, 정영진",알파미디어,17820,2023년 11월,45777,9.8,2024,1,자연과학,0,40
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,1,자연과학,0,40
만화로 배우는 멸종과 진화,김도윤 글그림,한빛비즈,19800,2024년 01월,16776,9.9,2024,1,자연과학,0,40
시간의 기원,토마스 헤르토흐,알에이치코리아(RHK),28800,2023년 12월,10290,9.3,2024,1,자연과학,0,40
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,1,자연과학,0,50
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,1,자연과학,0,50
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,1,자연과학,0,50
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,1,자연과학,0,50
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,1,자연과학,0,50
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,1,자연과학,0,50
시간의 기원,토마스 헤르토흐,알에이치코리아(RHK),28800,2023년 12월,10290,9.3,2024,1,자연과학,0,50
양자컴퓨터의 미래,미치오 카쿠,김영사,22320,2023년 12월,12750,9.8,2024,1,자연과학,0,50
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,1,자연과학,0,50
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,1,자연과학,0,50
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,1,자연과학,0,60
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,1,자연과학,0,60
미래의 기원,이광형,인플루엔셜,29700,2024년 01월,11268,9.7,2024,1,자연과학,0,60
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,1,자연과학,0,60
영 포에버,마크 하이먼,세종서적,19800,2023년 11월,3996,9.5,2024,1,자연과학,0,60
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,1,자연과학,0,60
시간의 기원,토마스 헤르토흐,알에이치코리아(RHK),28800,2023년 12월,10290,9.3,2024,1,자연과학,0,60
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,1,자연과학,0,60
양자컴퓨터의 미래,미치오 카쿠,김영사,22320,2023년 12월,12750,9.8,2024,1,자연과학,0,60
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,1,자연과학,0,60
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,1,10
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,1,10
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,1,10
[예스리커버] 하늘과 바람과 별과 인간,김상욱,바다출판사,16020,2023년 05월,140127,9.2,2024,2,자연과학,1,10
천문학자는 별을 보지 않는다,심채경,문학동네,13500,2021년 02월,35442,9.4,2024,2,자연과학,1,10
궤도의 과학 허세 (리커버 에디션),궤도,동아시아,14400,2022년 06월,9987,9.6,2024,2,자연과학,1,10
다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈",디플롯,19800,2021년 07월,59199,9.1,2024,2,자연과학,1,10
떨림과 울림,김상욱,동아시아,13500,2018년 11월,29868,9.3,2024,2,자연과학,1,10
우주와 천체의 원리를 그림으로 쉽게 풀이한 천문학 사전,후타마세 도시후미,그린북,16200,2018년 10월,6654,9.5,2024,2,자연과학,1,10
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,1,10
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,1,20
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,1,20
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,1,20
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,1,20
다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈",디플롯,19800,2021년 07월,59199,9.1,2024,2,자연과학,1,20
[예스리커버] 하늘과 바람과 별과 인간,김상욱,바다출판사,16020,2023년 05월,140127,9.2,2024,2,자연과학,1,20
최소한의 과학 공부,배대웅,웨일북,17820,2024년 01월,9120,9.6,2024,2,자연과학,1,20
한국의 새,"이우신, 구태회, 박진영",LG상록재단,27000,2020년 12월,13971,10,2024,2,자연과학,1,20
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,1,20
천문학자는 별을 보지 않는다,심채경,문학동네,13500,2021년 02월,35442,9.4,2024,2,자연과학,1,20
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,1,30
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,1,30
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,1,30
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,1,30
다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈",디플롯,19800,2021년 07월,59199,9.1,2024,2,자연과학,1,30
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,2,자연과학,1,30
최소한의 과학 공부,배대웅,웨일북,17820,2024년 01월,9120,9.6,2024,2,자연과학,1,30
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,1,30
지루하면 죽는다,조나 레러,윌북(willbook),17820,2023년 12월,10392,9.4,2024,2,자연과학,1,30
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,2,자연과학,1,30
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,1,40
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,1,40
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,1,40
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,1,40
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,1,40
운동화 신은 뇌,"존 레이티, 에릭 헤이거먼",녹색지팡이,14400,2023년 10월,11871,9.1,2024,2,자연과학,1,40
차이에 관한 생각,프란스 드 발,세종서적,19800,2022년 11월,16194,9.7,2024,2,자연과학,1,40
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,2,자연과학,1,40
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,1,40
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,1,40
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,1,50
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,1,50
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,1,50
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,1,50
차이에 관한 생각,프란스 드 발,세종서적,19800,2022년 11월,16194,9.7,2024,2,자연과학,1,50
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,1,50
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,1,50
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,2,자연과학,1,50
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,2,자연과학,1,50
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,2,자연과학,1,50
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,1,60
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,1,60
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,1,60
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,1,60
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,1,60
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,1,60
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,2,자연과학,1,60
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,1,60
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,2,자연과학,1,60
차이에 관한 생각,프란스 드 발,세종서적,19800,2022년 11월,16194,9.7,2024,2,자연과학,1,60
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,0,10
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,0,10
프리드버그 선형대수학,"스티븐 H. 프리드버그, 아놀드 J. 인셀, 로렌스 E. 스펜스",한빛아카데미,35000,2020년 06월,8913,9.8,2024,2,자연과학,0,10
만화로 배우는 멸종과 진화,김도윤 글그림,한빛비즈,19800,2024년 01월,16776,9.9,2024,2,자연과학,0,10
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,2,자연과학,0,10
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,0,10
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,0,10
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,2,자연과학,0,10
불안할 땐 뇌과학,"캐서린 피트먼, 엘리자베스 칼",현대지성,16200,2023년 09월,9654,9.9,2024,2,자연과학,0,10
최소한의 과학 공부,배대웅,웨일북,17820,2024년 01월,9120,9.6,2024,2,자연과학,0,10
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,0,20
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,0,20
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,0,20
KREYSZIG 공업수학 (상),에르빈 크라이스치히,텍스트북스,35000,2022년 02월,9546,9,2024,2,자연과학,0,20
만화로 배우는 멸종과 진화,김도윤 글그림,한빛비즈,19800,2024년 01월,16776,9.9,2024,2,자연과학,0,20
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,2,자연과학,0,20
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,0,20
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,0,20
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,2,자연과학,0,20
프리드버그 선형대수학,"스티븐 H. 프리드버그, 아놀드 J. 인셀, 로렌스 E. 스펜스",한빛아카데미,35000,2020년 06월,8913,9.8,2024,2,자연과학,0,20
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,0,30
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,0,30
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,0,30
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,0,30
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,0,30
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,2,자연과학,0,30
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,0,30
비전공자도 이해할 수 있는 AI 지식,박상길,반니,17820,2023년 04월,44376,9.5,2024,2,자연과학,0,30
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,2,자연과학,0,30
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,0,30
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,0,40
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,0,40
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,0,40
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,0,40
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,0,40
차이에 관한 생각,프란스 드 발,세종서적,19800,2022년 11월,16194,9.7,2024,2,자연과학,0,40
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,0,40
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,0,40
비전공자도 이해할 수 있는 AI 지식,박상길,반니,17820,2023년 04월,44376,9.5,2024,2,자연과학,0,40
최소한의 과학 공부,배대웅,웨일북,17820,2024년 01월,9120,9.6,2024,2,자연과학,0,40
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,0,50
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,0,50
차이에 관한 생각,프란스 드 발,세종서적,19800,2022년 11월,16194,9.7,2024,2,자연과학,0,50
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,0,50
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,0,50
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,0,50
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,2,자연과학,0,50
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,2,자연과학,0,50
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,2,자연과학,0,50
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,2,자연과학,0,50
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,2,자연과학,0,60
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,2,자연과학,0,60
차이에 관한 생각,프란스 드 발,세종서적,19800,2022년 11월,16194,9.7,2024,2,자연과학,0,60
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,2,자연과학,0,60
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,2,자연과학,0,60
"우주의 가장 위대한 생각들: 공간, 시간, 운동",숀 캐럴,바다출판사,22500,2024년 01월,7944,10,2024,2,자연과학,0,60
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,2,자연과학,0,60
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,2,자연과학,0,60
미래의 기원,이광형,인플루엔셜,29700,2024년 01월,11268,9.7,2024,2,자연과학,0,60
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,2,자연과학,0,60
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,3,자연과학,1,10
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,1,10
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,1,10
[예스리커버] 하늘과 바람과 별과 인간,김상욱,바다출판사,16020,2023년 05월,140127,9.2,2024,3,자연과학,1,10
분자 조각가들,백승만,해나무,16650,2023년 04월,14295,9.9,2024,3,자연과학,1,10
생명과 약의 연결고리,김성훈,웅진지식하우스,15300,2023년 02월,8412,9.5,2024,3,자연과학,1,10
동물해부생리학 개론,Victoria Aspinall,범문에듀케이션,29000,2014년 01월,2586,9.5,2024,3,자연과학,1,10
재배식물생리학,"문원, 유덕준",한국방송통신대학교출판문화원,19800,2013년 07월,3654,9.5,2024,3,자연과학,1,10
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9,2024,3,자연과학,1,10
KREYSZIG 공업수학 (상),에르빈 크라이스치히,텍스트북스,35000,2022년 02월,9546,,2024,3,자연과학,1,10
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,3,자연과학,1,20
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,1,20
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,1,20
KREYSZIG 공업수학 (상),에르빈 크라이스치히,텍스트북스,35000,2022년 02월,9546,9,2024,3,자연과학,1,20
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,3,자연과학,1,20
[예스리커버] 하늘과 바람과 별과 인간,김상욱,바다출판사,16020,2023년 05월,140127,9.2,2024,3,자연과학,1,20
나라는 착각,그레고리 번스,흐름출판,19800,2024년 03월,15852,8.8,2024,3,자연과학,1,20
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,3,자연과학,1,20
다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈",디플롯,19800,2021년 07월,59199,9.1,2024,3,자연과학,1,20
제정신이라는 착각,필리프 슈테르처,김영사,16920,2023년 09월,35913,9.4,2024,3,자연과학,1,20
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,3,자연과학,1,30
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,1,30
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,1,30
나라는 착각,그레고리 번스,흐름출판,19800,2024년 03월,15852,8.8,2024,3,자연과학,1,30
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,3,자연과학,1,30
[예스리커버] 하늘과 바람과 별과 인간,김상욱,바다출판사,16020,2023년 05월,140127,9.2,2024,3,자연과학,1,30
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,3,자연과학,1,30
다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈",디플롯,19800,2021년 07월,59199,9.1,2024,3,자연과학,1,30
패턴 시커,사이먼 배런코언,디플롯,22320,2024년 02월,6000,10,2024,3,자연과학,1,30
세포의 노래,싯다르타 무케르지,까치(까치글방),26820,2024년 02월,8211,10,2024,3,자연과학,1,30
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,1,40
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,1,40
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,3,자연과학,1,40
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,3,자연과학,1,40
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,3,자연과학,1,40
[예스리커버] 하늘과 바람과 별과 인간,김상욱,바다출판사,16020,2023년 05월,140127,9.2,2024,3,자연과학,1,40
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,3,자연과학,1,40
위험한 과학책,랜들 먼로,시공사,19800,2015년 04월,23922,9.2,2024,3,자연과학,1,40
[예스리커버] 정재승의 과학콘서트,정재승,어크로스,15120,2020년 07월,24525,9.6,2024,3,자연과학,1,40
사피엔스가 알아야 할 최소한의 과학 지식,루이스 다트넬,김영사,16020,2021년 07월,5304,9.9,2024,3,자연과학,1,40
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,1,50
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,3,자연과학,1,50
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,3,자연과학,1,50
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,1,50
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,3,자연과학,1,50
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,3,자연과학,1,50
침팬지 폴리틱스,"프란스 드 발 글/장대익, 황상익 역",바다출판사,16200,2018년 03월,67032,9.6,2024,3,자연과학,1,50
센세이셔널,애슐리 워드,상상스퀘어,19800,2024년 01월,18153,9.3,2024,3,자연과학,1,50
나라는 착각,그레고리 번스,흐름출판,19800,2024년 03월,15852,8.8,2024,3,자연과학,1,50
수학의 힘,올리버 존슨,더퀘스트,18000,2024년 02월,22953,9,2024,3,자연과학,1,50
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,3,자연과학,1,60
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,1,60
의학의 대가들,앤드루 램,상상스퀘어,22500,2023년 09월,43419,9.7,2024,3,자연과학,1,60
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,1,60
나라는 착각,그레고리 번스,흐름출판,19800,2024년 03월,15852,8.8,2024,3,자연과학,1,60
문과 남자의 과학 공부,유시민,돌베개,15750,2023년 06월,356358,9.3,2024,3,자연과학,1,60
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,3,자연과학,1,60
세상에서 가장 재미있는 32가지 생물학 이야기,이나가키 히데히로,사람과나무사이,15300,2024년 02월,4074,9.9,2024,3,자연과학,1,60
과학잡학사전 통조림 (우주편),사마키 다케오,사람과나무사이,17550,2024년 02월,4182,10,2024,3,자연과학,1,60
나 없이는 존재하지 않는 세상,카를로 로벨리,쌤앤파커스,16200,2023년 12월,40374,9.3,2024,3,자연과학,1,60
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,0,10
KREYSZIG 공업수학 (상),에르빈 크라이스치히,텍스트북스,35000,2022년 02월,9546,9,2024,3,자연과학,0,10
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,0,10
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,3,자연과학,0,10
[예스리커버] 물고기는 존재하지 않는다,룰루 밀러,곰출판,15300,2021년 12월,211548,9,2024,3,자연과학,0,10
데이터 과학을 위한 기초수학 with 파이썬,이병준,한빛아카데미,23400,2021년 01월,2106,10,2024,3,자연과학,0,10
이공계생을 위한 확률과 통계,"안승철, 이광연, 김진수, 박기섭",한빛아카데미,26000,2024년 02월,1488,9.4,2024,3,자연과학,0,10
부분과 전체,베르너 카를 하이젠베르크,서커스출판상회,20700,2023년 06월,18957,9.5,2024,3,자연과학,0,10
재배식물생리학,"문원, 유덕준",한국방송통신대학교출판문화원,19800,2013년 07월,3654,9.2,2024,3,자연과학,0,10
마스터톤의 일반화학,William L. Masterton,센게이지러닝(Cengage Learning),46000,2018년 08월,1794,,2024,3,자연과학,0,10
KREYSZIG 공업수학 (상),에르빈 크라이스치히,텍스트북스,35000,2022년 02월,9546,9,2024,3,자연과학,0,20
코스모스,칼 에드워드 세이건,사이언스북스,17910,2006년 12월,197538,9.6,2024,3,자연과학,0,20
[예스리커버] 유현준의 인문 건축 기행,유현준,을유문화사,17550,2023년 05월,107616,9.5,2024,3,자연과학,0,20
이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,18000,2018년 10월,180759,9.3,2024,3,자연과학,0,20
