Year,Gender,Age_range,Amount_of_reading_per_year
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,1
2021,1,40s,10
2021,1,40s,3
2021,1,40s,5
2021,1,40s,60
2021,1,40s,8
2021,1,40s,1
2021,1,40s,1
2021,1,40s,2
2021,1,40s,10
2021,1,40s,100
2021,1,40s,12
2021,1,40s,2
2021,1,40s,2
2021,1,40s,4
2021,1,40s,6
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,4
2021,1,40s,4
2021,1,40s,4
2021,1,40s,4
2021,1,40s,4
2021,1,40s,5
2021,1,40s,5
2021,1,40s,5
2021,1,40s,5
2021,1,40s,5
2021,1,40s,9
2021,1,40s,10
2021,1,40s,6
2021,1,40s,7
2021,1,40s,12
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,1
2021,2,40s,2
2021,2,40s,2
2021,2,40s,3
2021,2,40s,1
2021,2,40s,1
2021,2,40s,1
2021,2,40s,1
2021,2,40s,10
2021,2,40s,10
2021,2,40s,15
2021,2,40s,12
2021,2,40s,12
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,5
2021,2,40s,6
2021,2,40s,20
2021,2,40s,23
2021,2,40s,3
2021,2,40s,3
2021,2,40s,3
2021,2,40s,3
2021,2,40s,3
2021,2,40s,3
2021,2,40s,3
2021,2,40s,3
2021,2,40s,4
2021,2,40s,4
2021,2,40s,4
2021,2,40s,4
2021,2,40s,4
2021,2,40s,4
2021,2,40s,4
2021,2,40s,4
2021,2,40s,40
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,5
2021,2,40s,25
2021,2,40s,50
2021,2,40s,8
2021,2,40s,8
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,0
2021,1,40s,3
2021,1,40s,5
2021,1,40s,8
2021,1,40s,10
2021,1,40s,10
2021,1,40s,10
2021,1,40s,2
2021,1,40s,4
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,3
2021,1,40s,4
2021,1,40s,5
2021,1,40s,5
2021,1,40s,5
2021,1,40s,15
2021,1,40s,13
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,0
2021,2,40s,10
2021,2,40s,10
2021,2,40s,2
2021,2,40s,2
2021,2,40s,3
2021,2,40s,4
2021,2,40s,1
2021,2,40s,1
2021,2,40s,2
2021,2,40s,10
2021,2,40s,10
2021,2,40s,10
2021,2,40s,12
2021,2,40s,12
2021,2,40s,12
2021,2,40s,15
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,2
2021,2,40s,7
2021,2,40s,24
2021,2,40s,3
2021,2,40s,3
2021,2,40s,3
2021,2,40s,4
2021,2,40s,5
2021,2,40s,9
2021,2,40s,4
2021,2,40s,6
2021,2,40s,10
2021,2,40s,5
2021,2,40s,5
2021,2,40s,15
2021,2,40s,52
2021,2,40s,6
2021,2,40s,6
2021,2,40s,9
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,30
2021,1,50s,1
2021,1,50s,10
2021,1,50s,20
2021,1,50s,15
2021,1,50s,2
2021,1,50s,3
2021,1,50s,3
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,7
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,1
2021,2,50s,1
2021,2,50s,10
2021,2,50s,10
2021,2,50s,10
2021,2,50s,12
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,4
2021,2,50s,5
2021,2,50s,20
2021,2,50s,20
2021,2,50s,40
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,4
2021,2,50s,4
2021,2,50s,4
2021,2,50s,7
2021,2,50s,8
2021,2,50s,8
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,1
2021,1,50s,10
2021,1,50s,2
2021,1,50s,3
2021,1,50s,3
2021,1,50s,10
2021,1,50s,4
2021,1,50s,40
2021,1,50s,5
2021,1,50s,5
2021,1,50s,25
2021,1,50s,8
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,10
2021,2,50s,10
2021,2,50s,12
2021,2,50s,17
2021,2,50s,15
2021,2,50s,2
2021,2,50s,20
2021,2,50s,3
2021,2,50s,4
2021,2,50s,4
2021,2,50s,6
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,35
2021,2,50s,6
2021,2,50s,7
2021,2,50s,7
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,10
2021,1,50s,10
2021,1,50s,10
2021,1,50s,10
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,11
2021,1,50s,11
2021,1,50s,4
2021,1,50s,4
2021,1,50s,6
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,6
2021,1,50s,6
2021,1,50s,6
2021,1,50s,8
2021,1,50s,10
2021,1,50s,9
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,10
2021,2,50s,1
2021,2,50s,10
2021,2,50s,12
2021,2,50s,15
2021,2,50s,15
2021,2,50s,2
2021,2,50s,2
2021,2,50s,40
2021,2,50s,3
2021,2,50s,3
2021,2,50s,6
2021,2,50s,32
2021,2,50s,4
2021,2,50s,4
2021,2,50s,4
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,6
2021,2,50s,6
2021,2,50s,6
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,1
2021,1,50s,2
2021,1,50s,2
2021,1,50s,12
2021,1,50s,2
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,9
2021,1,50s,35
2021,1,50s,4
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,6
2021,1,50s,6
2021,1,50s,6
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,14
2021,2,50s,1
2021,2,50s,1
2021,2,50s,10
2021,2,50s,10
2021,2,50s,10
2021,2,50s,12
2021,2,50s,12
2021,2,50s,12
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,4
2021,2,50s,20
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,35
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,15
2021,2,50s,25
2021,2,50s,6
2021,2,50s,7
2021,2,50s,7
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,4
2021,1,50s,10
2021,1,50s,10
2021,1,50s,15
2021,1,50s,7
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,4
2021,1,50s,9
2021,1,50s,5
2021,1,50s,5
2021,1,50s,5
2021,1,50s,14
2021,1,50s,8
2021,1,50s,8
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,10
2021,2,50s,3
2021,2,50s,1
2021,2,50s,31
2021,2,50s,10
2021,2,50s,12
2021,2,50s,23
2021,2,50s,15
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,4
2021,2,50s,5
2021,2,50s,6
2021,2,50s,24
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,18
2021,2,50s,4
2021,2,50s,5
2021,2,50s,5
2021,2,50s,7
2021,2,50s,10
2021,2,50s,9
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,3
2021,1,50s,1
2021,1,50s,3
2021,1,50s,10
2021,1,50s,12
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,3
2021,1,50s,5
2021,1,50s,60
2021,1,50s,3
2021,1,50s,6
2021,1,50s,4
2021,1,50s,4
2021,1,50s,4
2021,1,50s,4
2021,1,50s,40
2021,1,50s,5
2021,1,50s,5
2021,1,50s,6
2021,1,50s,7
2021,1,50s,7
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,4
2021,2,50s,6
2021,2,50s,1
2021,2,50s,1
2021,2,50s,1
2021,2,50s,1
2021,2,50s,30
2021,2,50s,11
2021,2,50s,12
2021,2,50s,12
2021,2,50s,14
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,6
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,5
2021,2,50s,4
2021,2,50s,4
2021,2,50s,4
2021,2,50s,5
2021,2,50s,6
2021,2,50s,6
2021,2,50s,6
2021,2,50s,6
2021,2,50s,7
2021,2,50s,8
2021,2,50s,8
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,1
2021,1,50s,1
2021,1,50s,10
2021,1,50s,10
2021,1,50s,15
2021,1,50s,18
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,25
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,4
2021,1,50s,4
2021,1,50s,4
2021,1,50s,5
2021,1,50s,12
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,1
2021,2,50s,2
2021,2,50s,40
2021,2,50s,1
2021,2,50s,1
2021,2,50s,1
2021,2,50s,10
2021,2,50s,10
2021,2,50s,12
2021,2,50s,12
2021,2,50s,42
2021,2,50s,15
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,3
2021,2,50s,4
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,5
2021,2,50s,9
2021,2,50s,6
2021,2,50s,6
2021,2,50s,7
2021,2,50s,7
2021,2,50s,8
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,1
2021,1,50s,1
2021,1,50s,1
2021,1,50s,1
2021,1,50s,10
2021,1,50s,12
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,2
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,3
2021,1,50s,4
2021,1,50s,4
2021,1,50s,5
2021,1,50s,5
2021,1,50s,6
2021,1,50s,7
2021,1,50s,8
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,0
2021,2,50s,20
2021,2,50s,8
2021,2,50s,1
2021,2,50s,1
2021,2,50s,1
2021,2,50s,3
2021,2,50s,10
2021,2,50s,10
2021,2,50s,15
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,2
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,3
2021,2,50s,4
2021,2,50s,4
2021,2,50s,4
2021,2,50s,5
2021,2,50s,5
2021,2,50s,6
2021,2,50s,6
2021,2,50s,26
2021,2,50s,7
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
2021,1,50s,0
