Publisher,Category,Title,Sales,Year,Month,Age
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어 (2017),552 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 문학 (2017),524 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 확률과 통계 (2017),490 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 독서 (2017),476 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어독해연습 (2017),468 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 화법 작문 문법 (2017),453 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어듣기 (2017),410 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 한국사영역 한국사 (2017),358 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 수학 2 & 미적분 1 (2017),303 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2017),273 권,2017,01,1
대원씨아이,소설,너의 이름은.,270 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 미니과제 (2017),207 권,2017,01,1
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,198 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 기하와 벡터 (2017),201 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 미적분 2 (2017),191 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 사회탐구영역 사회 문화 (2017),170 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 생명과학 1 (2017),156 권,2017,01,1
키출판사,초중고생학습서,매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2017),149 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 사회탐구영역 생활과 윤리 (2017),144 권,2017,01,1
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 1,123 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 화학 1 (2017),121 권,2017,01,1
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,118 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 지구과학 1 (2017),108 권,2017,01,1
키출판사,초중고생학습서,매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2017),105 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 박봄의 사회문화 개념홀릭 (2017),102 권,2017,01,1
(주)태건연구소,초중고생학습서,2018 설민석 수능 한국사 개념완성 + 필기노트 세트,100 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 사회탐구영역 한국지리 (2017),94 권,2017,01,1
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 2,90 권,2017,01,1
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,82 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 강의노트 Rose Lee의 Grammar Holic,88 권,2017,01,1
키출판사,초중고생학습서,예비 매3비 - 매일 지문 3개씩 푸는 비문학 독서 기출,79 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 이지영의 생활과 윤리 시크릿 노트 플러스 (2017),75 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 2018학년도 수능연계교재의 VOCA 1800 (2017),61 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 주혜연의 절대평가 잡는 해석공식 WHY (2017),59 권,2017,01,1
알에이치코리아(RHK),소설,도깨비 1,56 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 큰별쌤의 별 별 한국사 (2017),56 권,2017,01,1
도서출판세계사,역사,설민석의 조선왕조실록,55 권,2017,01,1
개념원리,초중고생학습서,개념원리 확률과 통계 (2017년용),53 권,2017,01,1
좋은책신사고,초중고생학습서,신사고 쎈 확률과 통계 (2017),52 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 물리 1 (2017),53 권,2017,01,1
키출판사,초중고생학습서,예비 매3문 - 매일 지문 3개씩 푸는 문학 기출,50 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 쾌걸 뽕균샘의 돌격 한국지리 (2017),50 권,2017,01,1
좋은책신사고,초중고생학습서,신사고 쎈 미적분 1 (2017),49 권,2017,01,1
마더텅,초중고생학습서,2018 수능대비 마더텅 수능기출문제집 영어 독해 (2017),49 권,2017,01,1
대원씨아이,만화/라이트노벨,초속 5센티미터,48 권,2017,01,1
개념원리,초중고생학습서,개념원리 미적분 1 (2017년용),49 권,2017,01,1
중앙m&b(잡지),잡지,쎄씨 CECI (월간) 2월호 + [부록] 1.유리카 눈썹 타투펜 10g (내츄럴브라운 1종 증정) + 2.눈썹가이드,51 권,2017,01,1
한국교육방송공사(도서),초중고생학습서,EBS 고등 예비과정 수학 1 (2017년),46 권,2017,01,1
위즈덤하우스,시/에세이,화랑 포토북,44 권,2017,01,1
대원씨아이,만화/라이트노벨,언어의 정원,40 권,2017,01,1
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,765 권,2017,01,2
대원씨아이,소설,너의 이름은.,616 권,2017,01,2
도서출판세계사,역사,설민석의 조선왕조실록,553 권,2017,01,2
심플라이프,자기계발,자존감 수업,528 권,2017,01,2
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,468 권,2017,01,2
로크미디어,자기계발,완벽한 공부법,442 권,2017,01,2
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,337 권,2017,01,2
ST Unitas (에스티유니타스),자격서/수험서,2017 선재국어 약점체크 반쪽 모의고사,323 권,2017,01,2
알에이치코리아(RHK),소설,도깨비 1,277 권,2017,01,2
해커스어학연구소,국어/외국어/사전,해커스 신토익 실전 1000제 1 Reading 문제집,278 권,2017,01,2
ST Unitas (에스티유니타스),자격서/수험서,2017 선재국어 기출실록 세트,262 권,2017,01,2
해커스어학연구소,국어/외국어/사전,해커스 신토익 보카,263 권,2017,01,2
밝은세상,소설,브루클린의 소녀,283 권,2017,01,2
해커스어학연구소,국어/외국어/사전,해커스 신토익 실전 1000제 1 Listening 문제집,248 권,2017,01,2
ST&BOOKS(에스티앤북스),자격서/수험서,2017 전한길 한국사 합격생 필기노트,220 권,2017,01,2
비즈니스북스,자기계발,그릿 GRIT,256 권,2017,01,2
토네이도,자기계발,5년 후 나에게 : Q&A a day,229 권,2017,01,2
민음사,소설,노르웨이의 숲 30주년 기념 한정판,213 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어 (2017),220 권,2017,01,2
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 1,199 권,2017,01,2
ST Unitas (에스티유니타스),자격서/수험서,2017 전한길 한국사 3.0 기출문제집,191 권,2017,01,2
해커스어학연구소,국어/외국어/사전,해커스 신토익 Reading,189 권,2017,01,2
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 +플러스,172 권,2017,01,2
현대문학,소설,나미야 잡화점의 기적,166 권,2017,01,2
해커스어학연구소,국어/외국어/사전,해커스 신토익 Listening,168 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 문학 (2017),175 권,2017,01,2
ST Unitas (에스티유니타스),자격서/수험서,전한길 한국사 4.0 실전동형모의고사 (2017),164 권,2017,01,2
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,187 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어독해연습 (2017),173 권,2017,01,2
YBM(와이비엠),국어/외국어/사전,ETS 신토익 공식실전서 RC(리딩),156 권,2017,01,2
ST&BOOKS(에스티앤북스),자격서/수험서,2017 선재국어 세트,154 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBSi 강의교재 큰별 샘 최태성의 개정 고급 한국사 - 근현대편,155 권,2017,01,2
아르테(arte),시/에세이,빨강머리 앤이 하는 말,153 권,2017,01,2
YBM(와이비엠),국어/외국어/사전,ETS 신토익 공식실전서 LC(리스닝),154 권,2017,01,2
해커스어학연구소,국어/외국어/사전,해커스 신토익 스타트 Reading,148 권,2017,01,2
문학수첩,소설,해리 포터와 저주받은 아이 2부 (스페셜 리허설 에디션 대본),148 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 확률과 통계 (2017),157 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 독서 (2017),155 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어듣기 (2017),148 권,2017,01,2
대원씨아이(만화/잡지),만화/라이트노벨,너의 이름은 2,141 권,2017,01,2
Cambridge University Press,외국도서,The Official Cambridge Guide to IELTS Student's Book with Answers (Paperback+DVD-ROM),149 권,2017,01,2
ST Unitas (에스티유니타스),자격서/수험서,전한길 한국사 5.0 최종점검 유형편 (2017),136 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 화법 작문 문법 (2017),144 권,2017,01,2
한국교육방송공사(도서),초중고생학습서,EBSi 강의교재 큰별 샘 최태성의 개정 고급 한국사 - 전근대편,138 권,2017,01,2
해커스어학연구소,국어/외국어/사전,해커스 신토익 스타트 Listening,133 권,2017,01,2
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,135 권,2017,01,2
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,134 권,2017,01,2
문학수첩,소설,해리 포터와 저주받은 아이 1부 (스페셜 리허설 에디션 대본),129 권,2017,01,2
ST Unitas (에스티유니타스),자격서/수험서,2017 선재국어 한권으로 정리하는 마무리,128 권,2017,01,2
도서출판세계사,역사,설민석의 조선왕조실록,"1,480 권",2017,01,3
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"1,329 권",2017,01,3
아이휴먼,아동,설민석의 한국사 대모험 1,"1,024 권",2017,01,3
심플라이프,자기계발,자존감 수업,781 권,2017,01,3
비즈니스북스,자기계발,그릿 GRIT,889 권,2017,01,3
로크미디어,자기계발,완벽한 공부법,710 권,2017,01,3
21세기북스(북이십일),사회과학,대한민국이 묻는다,730 권,2017,01,3
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,603 권,2017,01,3
밝은세상,소설,브루클린의 소녀,585 권,2017,01,3
대원씨아이,소설,너의 이름은.,488 권,2017,01,3
아르테(arte),시/에세이,빨강머리 앤이 하는 말,460 권,2017,01,3
휴먼큐브,역사,설민석의 무도 한국사 특강,434 권,2017,01,3
코리아닷컴(KOREA.COM),가정과 생활,못 참는 아이 욱하는 부모,406 권,2017,01,3
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,404 권,2017,01,3
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,406 권,2017,01,3
미래의창,경제경영,트렌드 코리아 2017,467 권,2017,01,3
민음사,소설,노르웨이의 숲 30주년 기념 한정판,374 권,2017,01,3
알에이치코리아(RHK),소설,도깨비 1,366 권,2017,01,3
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 + 플러스,392 권,2017,01,3
북로드,소설,무코다 이발소,361 권,2017,01,3
한국교육방송공사(도서),초중고생학습서,EBS 겨울방학생활 초등 1학년 (2017),404 권,2017,01,3
김영사,인문,사피엔스,331 권,2017,01,3
흐름출판,시/에세이,숨결이 바람 될 때,315 권,2017,01,3
수오서재,시/에세이,혜민 스님의 따뜻한 응원,354 권,2017,01,3
비즈니스북스,경제경영,세계미래보고서 2055,282 권,2017,01,3
창비(창작과비평사),소설,채식주의자,279 권,2017,01,3
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,493 권,2017,01,3
시공주니어,아동,78층 나무 집,254 권,2017,01,3
메디치미디어,인문,대통령의 글쓰기,263 권,2017,01,3
나무의마음,시/에세이,그럴 때 있으시죠?,251 권,2017,01,3
현대문학,소설,나미야 잡화점의 기적,236 권,2017,01,3
북펌(bookfirm),소설,당신의 완벽한 1년,212 권,2017,01,3
한국교육방송공사(도서),초중고생학습서,EBS 겨울방학생활 초등 2학년 (2017),228 권,2017,01,3
삼성출판사,가정과 생활,임신 출산 육아 대백과 (2017~2018),209 권,2017,01,3
지식너머,가정과 생활,유아 식판식,198 권,2017,01,3
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,195 권,2017,01,3
한국교육방송공사(도서),초중고생학습서,EBS 겨울방학생활 초등 3학년 (2017),192 권,2017,01,3
한국경제신문사(한경비피),경제경영,나는 마트 대신 부동산에 간다,184 권,2017,01,3
싸이프레스,건강/미용,주원홈트 플랜북,172 권,2017,01,3
메가스터디,유아,헬로 카봇 직업카드 100장,170 권,2017,01,3
ST Unitas (에스티유니타스),자격서/수험서,2017 선재국어 약점체크 반쪽 모의고사,165 권,2017,01,3
허밍버드,시/에세이,나에게 고맙다,175 권,2017,01,3
은행나무,소설,낭만적 연애와 그 후의 일상,176 권,2017,01,3
수오서재,시/에세이,완벽하지 않은 것들에 대한 사랑,167 권,2017,01,3
길벗스쿨,유아,한 권으로 끝내는 종이접기,174 권,2017,01,3
말글터,시/에세이,언어의 온도,165 권,2017,01,3
도서출판세계사,역사,설민석의 조선왕조실록,"2,330 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어 (2017),"2,273 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 문학 (2017),"1,745 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 확률과 통계 (2017),"1,754 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어독해연습 (2017),"1,771 권",2017,01,4
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,"1,661 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 독서 (2017),"1,615 권",2017,01,4
아이휴먼,아동,설민석의 한국사 대모험 1,"1,484 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 화법 작문 문법 (2017),"1,468 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어듣기 (2017),"1,471 권",2017,01,4
대원씨아이,소설,너의 이름은.,"1,179 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 한국사영역 한국사 (2017),"1,147 권",2017,01,4
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2017),918 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 수학 2 & 미적분 1 (2017),947 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 기하와 벡터 (2017),973 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 미적분 2 (2017),932 권,2017,01,4
비즈니스북스,자기계발,그릿 GRIT,939 권,2017,01,4
휴먼큐브,역사,설민석의 무도 한국사 특강,824 권,2017,01,4
키출판사,초중고생학습서,매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2017),770 권,2017,01,4
21세기북스(북이십일),사회과학,대한민국이 묻는다,756 권,2017,01,4
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,642 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 미니과제 (2017),641 권,2017,01,4
심플라이프,자기계발,자존감 수업,640 권,2017,01,4
좋은책신사고,초중고생학습서,신사고 쎈 중등 수학 2 (상/ 2017년용),577 권,2017,01,4
좋은책신사고,초중고생학습서,신사고 쎈 중등 수학 3 (상/ 2017년용),575 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 생명과학 1 (2017),559 권,2017,01,4
키출판사,초중고생학습서,매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2017),533 권,2017,01,4
비즈니스북스,경제경영,세계미래보고서 2055,524 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 화학 1 (2017),523 권,2017,01,4
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,516 권,2017,01,4
좋은책신사고,초중고생학습서,신사고 쎈 중등 수학 1 (상/ 2017년용),529 권,2017,01,4
좋은책신사고,초중고생학습서,신사고 쎈 미적분 1 (2017),494 권,2017,01,4
로크미디어,자기계발,완벽한 공부법,475 권,2017,01,4
밝은세상,소설,브루클린의 소녀,469 권,2017,01,4
좋은책신사고,초중고생학습서,[한정판매]신사고 쎈 수학 초등 6-1 (2017),509 권,2017,01,4
알에이치코리아(RHK),시/에세이,도깨비 포토에세이,470 권,2017,01,4
알에이치코리아(RHK),소설,도깨비 1,441 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 사회탐구영역 사회 문화 (2017),437 권,2017,01,4
좋은책신사고,초중고생학습서,[한정판매]신사고 쎈 수학 초등 5-1 (2017),436 권,2017,01,4
아르테(arte),시/에세이,빨강머리 앤이 하는 말,426 권,2017,01,4
좋은책신사고,초중고생학습서,신사고 쎈 확률과 통계 (2017),424 권,2017,01,4
(주)태건연구소,초중고생학습서,2018 설민석 수능 한국사 개념완성 + 필기노트 세트,410 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 지구과학 1 (2017),420 권,2017,01,4
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 + 플러스,418 권,2017,01,4
좋은책신사고,초중고생학습서,신사고 쎈 고등 수학 1 (2017년용),410 권,2017,01,4
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어 (2017),619 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 문학 (2017),450 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 확률과 통계 (2017),460 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어독해연습 (2017),470 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 독서 (2017),406 권,2017,01,5
세계사,역사,설민석의 조선왕조실록,373 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 화법 작문 문법 (2017),373 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어듣기 (2017),379 권,2017,01,5
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,333 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 한국사영역 한국사 (2017),320 권,2017,01,5
대원씨아이,소설,너의 이름은.,250 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 기하와 벡터 (2017),247 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 미적분 2 (2017),243 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 수학 2 & 미적분 1 (2017),247 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 (2017),200 권,2017,01,5
심플라이프,자기계발,자존감 수업,202 권,2017,01,5
비즈니스북스,자기계발,그릿 GRIT,181 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 생명과학 1 (2017),166 권,2017,01,5
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,155 권,2017,01,5
키출판사,초중고생학습서,[한정판매]매3비 - 매일 지문 3개씩 푸는 비문학 독서 수능기출 (2017),153 권,2017,01,5
21세기북스(북이십일),사회과학,대한민국이 묻는다,182 권,2017,01,5
로크미디어,자기계발,완벽한 공부법,148 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBSi 강의노트 수능개념 윤혜정의 개념의 나비효과 미니과제 (2017),143 권,2017,01,5
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,141 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 화학 1 (2017),141 권,2017,01,5
비즈니스북스,경제경영,세계미래보고서 2055,141 권,2017,01,5
창비(창작과비평사),소설,채식주의자,127 권,2017,01,5
키출판사,초중고생학습서,[한정판매]매3문 - 매일 지문 3개씩 푸는 문학 수능기출 (2017),123 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 과학탐구영역 지구과학 1 (2017),132 권,2017,01,5
수오서재,시/에세이,혜민 스님의 따뜻한 응원,137 권,2017,01,5
밝은세상,소설,브루클린의 소녀,117 권,2017,01,5
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,121 권,2017,01,5
문학사상,소설,풍경소리 - 2017년 제41회 이상문학상 작품집,109 권,2017,01,5
해냄출판사,소설,공터에서,103 권,2017,01,5
휴먼큐브,역사,설민석의 무도 한국사 특강,104 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 사회탐구영역 사회 문화 (2017),104 권,2017,01,5
해커스어학연구소,국어/외국어/사전,해커스 토익 기출 보카,94 권,2017,01,5
김영사,인문,사피엔스,114 권,2017,01,5
흐름출판,시/에세이,숨결이 바람 될 때,119 권,2017,01,5
좋은책신사고,초중고생학습서,쎈 SSEN 미적분 1 (2018년용),90 권,2017,01,5
덴스토리(Denstory),인문,백년을 살아보니,106 권,2017,01,5
책읽는섬,시/에세이,시작할 때 그 마음으로,92 권,2017,01,5
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 사회탐구영역 생활과 윤리 (2017),87 권,2017,01,5
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,85 권,2017,01,5
북로드,소설,무코다 이발소,81 권,2017,01,5
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 + 플러스,80 권,2017,01,5
스몰빅인사이트,경제경영,"한국경제, 돈의 배반이 시작된다",85 권,2017,01,5
해커스어학연구소,국어/외국어/사전,해커스 신토익 Reading,80 권,2017,01,5
도서출판세계사,역사,설민석의 조선왕조실록,46 권,2017,01,6
덴스토리(Denstory),인문,백년을 살아보니,45 권,2017,01,6
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라,34 권,2017,01,6
창비(창작과비평사),소설,채식주의자,33 권,2017,01,6
비즈니스북스,자기계발,그릿 GRIT,62 권,2017,01,6
Cambridge University Press,외국도서,The Official Cambridge Guide to IELTS Student's Book with Answers (Paperback+DVD-ROM),42 권,2017,01,6
심플라이프,자기계발,자존감 수업,31 권,2017,01,6
비즈니스북스,경제경영,세계미래보고서 2055,28 권,2017,01,6
스몰빅인사이트,경제경영,"한국경제, 돈의 배반이 시작된다",22 권,2017,01,6
흐름출판,시/에세이,숨결이 바람 될 때,21 권,2017,01,6
새로운현재(메가북스),경제경영,클라우스 슈밥의 제4차 산업혁명,20 권,2017,01,6
위즈덤하우스,자기계발,영어책 한 권 외워봤니?,23 권,2017,01,6
대원씨아이,소설,너의 이름은.,19 권,2017,01,6
문학사상,소설,풍경소리 - 2017년 제41회 이상문학상 작품집,19 권,2017,01,6
휴먼큐브,역사,설민석의 무도 한국사 특강,18 권,2017,01,6
해냄출판사,소설,공터에서,19 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어 (2017),38 권,2017,01,6
책읽는섬,시/에세이,시작할 때 그 마음으로,41 권,2017,01,6
밝은세상,소설,브루클린의 소녀,14 권,2017,01,6
21세기북스(북이십일),사회과학,대한민국이 묻는다,14 권,2017,01,6
미래의창,경제경영,트렌드 코리아 2017,13 권,2017,01,6
21세기북스(북이십일),자기계발,혼자 잘해주고 상처받지 마라,13 권,2017,01,6
수오서재,시/에세이,혜민 스님의 따뜻한 응원,17 권,2017,01,6
로크미디어,자기계발,완벽한 공부법,13 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 확률과 통계 (2017),14 권,2017,01,6
대원씨아이,만화/라이트노벨,너의 이름은. - Another Side : Earthbound,13 권,2017,01,6
ALFRED(알프레드),역사,만화 로마사 1,12 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 독서 (2017),12 권,2017,01,6
한빛비즈,인문,지적 대화를 위한 넓고 얕은 지식,14 권,2017,01,6
김영사,인문,사피엔스,11 권,2017,01,6
새움,소설,고구려 6,11 권,2017,01,6
ST Unitas (에스티유니타스),자격서/수험서,2017 선재국어 기출실록 세트,11 권,2017,01,6
예담,시/에세이,어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 +플러스,11 권,2017,01,6
돌베개,인문,"만남, 신영복의 말과 글 세트",12 권,2017,01,6
ALFRED(알프레드),역사,만화 로마사 2,11 권,2017,01,6
아이휴먼,아동,설민석의 한국사 대모험 1,11 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 문학 (2017),11 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어독해연습 (2017),20 권,2017,01,6
메디치미디어,인문,대통령의 글쓰기,10 권,2017,01,6
창비(창작과비평사),소설,소년이 온다,10 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 화법 작문 문법 (2017),15 권,2017,01,6
애니북스,만화/라이트노벨,고우영 삼국지 세트,49 권,2017,01,6
토마토출판사,국어/외국어/사전,일빵빵 스토리가 있는 영어회화 1,9 권,2017,01,6
김영사,자연과 과학,리처드 도킨스 자서전 1,13 권,2017,01,6
북펌(bookfirm),소설,당신의 완벽한 1년,14 권,2017,01,6
ST Unitas (에스티유니타스),자격서/수험서,2017 선재국어 약점체크 반쪽 모의고사,9 권,2017,01,6
새움,역사,김진명의 한국사 X파일,9 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 수학 2 & 미적분 1 (2017),9 권,2017,01,6
생각의 길,인문,어떻게 살 것인가,8 권,2017,01,6
아르테(arte),시/에세이,빨강머리 앤이 하는 말,8 권,2017,01,6
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 화법 작문 문법 (2017),"1,287 권",2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 독서 (2017),"1,272 권",2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어 (2017),"1,254 권",2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 국어영역 문학 (2017),"1,239 권",2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어독해연습 (2017),"1,240 권",2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 확률과 통계 (2017),"1,070 권",2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 영어영역 영어듣기 (2017),947 권,2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 한국사영역 한국사 (2017),845 권,2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 수학 2 & 미적분 1 (2017),666 권,2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 미적분 2 (2017),475 권,2017,02,1
한국교육방송공사(도서),초중고생학습서,EBS 수능특강 수학영역 기하와 벡터 (2017),465 권,2017,02,1
